,PCA1,PCA2,label,id
0,0.07139462729301992,0.45810347527050943,CHI,FJ882931.1
1,0.9380656517109817,0.4526527836335743,CHI,MF094685.1
2,0.05774176114057797,0.463767618214286,CHI,KY417148.1
3,0.0723777582137962,0.45700876963573706,CHI,FJ882956.1
4,0.6828201419177801,0.8774143496967514,CHI,MH938448.1
5,0.4558126964946143,0.5784750074019767,CHI,NC_034440.1
6,0.07879520115414453,0.45442121656423545,CHI,KF514423.1
7,0.9383368511985517,0.45163247363063014,CHI,EF203066.1
8,0.08009726765160093,0.4517812376012302,CHI,AY502932.1
9,0.6158600679423257,0.5213782684133008,CHI,MH687938.1
10,0.08019309509245033,0.451976492856138,CHI,AY345988.1
11,0.05418787439509858,0.47171198533750214,CHI,MK211375.1
12,0.07208768744876651,0.45748266116302966,CHI,FJ882954.1
13,0.07947843102645896,0.45306655456781403,CHI,AY864805.1
14,0.08042802374833304,0.4526755055090147,CHI,AY348314.1
15,0.08050950433216877,0.45258159132966014,CHI,JX163924.1
16,0.07879520115414453,0.45442121656423545,CHI,KF514394.1
17,0.07780179073225423,0.4565354251513088,CHI,FJ882951.1
18,0.03027581755107888,0.495003588132965,CHI,KJ473812.1
19,0.6251224625715783,0.5144376506112875,CHI,MH687944.1
20,0.08049244864990458,0.45285716462733133,CHI,AY502926.1
21,0.07846476134657365,0.4558637974321825,CHI,FJ882943.1
22,0.05630888648211444,0.4351348018149813,CHI,KJ473815.1
23,0.08042802374833304,0.4526755055090147,CHI,AY502925.1
24,0.6080368958781129,0.2955555354435953,CHI,JQ989270.1
25,0.6031695140052724,0.5356100885970659,CHI,MH687957.1
26,0.06522549064390448,0.4590516690082319,CHI,KJ473816.1
27,0.06723205108424234,0.45929570996809027,CHI,KY417152.1
28,1.0,0.22425183412533398,CHI,NC_028824.1
29,0.05093303682340627,0.4730918185035303,CHI,KY417150.1
30,0.07879520115414453,0.45442121656423545,CHI,KF514419.1
31,0.08058228165679505,0.4459875908798976,CHI,KP886809.1
32,0.6174226762029452,0.5159723154118162,CHI,MH687956.1
33,0.07971059747620193,0.4535871507977033,CHI,AY508724.1
