,PCA1,PCA2,label,id
0,0.013260656571370929,0.33211515596727503,CHI,FJ882931.1
1,0.9065014361140027,0.2469762731660289,CHI,MF094685.1
2,0.007620218924463104,0.33475119039059137,CHI,KY417148.1
3,0.014224228033071943,0.3336078470876181,CHI,FJ882956.1
4,0.6509041318674494,0.0,CHI,MH938448.1
5,0.41896445904010066,0.4945033361594262,CHI,NC_034440.1
6,0.015485969926116647,0.3350192937910053,CHI,KF514423.1
7,0.9122377282059828,0.2465464711829942,CHI,EF203066.1
8,0.018125180986094877,0.33792773765392947,CHI,AY502932.1
9,0.774944949181689,0.28122028934487453,CHI,MH687938.1
10,0.0178832854632239,0.3383925474050904,CHI,AY345988.1
11,0.011115708629381174,0.32129219624477307,CHI,MK211375.1
12,0.012162139791573979,0.3327556362804158,CHI,FJ882954.1
13,0.016365914103856717,0.33625902819683295,CHI,AY864805.1
14,0.01828671150241074,0.3381589291839097,CHI,AY348314.1
15,0.01855241188716226,0.3371822009257255,CHI,JX163924.1
16,0.015485969926116403,0.3350192937910051,CHI,KF514394.1
17,0.017282545009446294,0.3352501013450237,CHI,FJ882951.1
18,0.02174023782777866,0.29883740254978913,CHI,KJ473812.1
19,0.7835479208075301,0.30428175629122284,CHI,MH687944.1
20,0.01826710790926404,0.33707851692838653,CHI,AY502926.1
21,0.01837982747029005,0.33611641105451345,CHI,FJ882943.1
22,0.008151757806839272,0.3364385556784634,CHI,KJ473815.1
23,0.01825367107768808,0.3370739137084587,CHI,AY502925.1
24,0.7402332936549098,0.3003482700296878,CHI,JQ989270.1
25,0.7669532178843352,0.28827116498497213,CHI,MH687957.1
26,0.013236105295868817,0.32528378111974293,CHI,KJ473816.1
27,0.019756557253471384,0.33295347834363476,CHI,KY417152.1
28,0.9230975945259295,0.31862820301104294,CHI,NC_028824.1
29,0.0007433400445835566,0.338745267668631,CHI,KY417150.1
30,0.015485969926116524,0.33501929379100504,CHI,KF514419.1
31,0.040586298431541365,0.34487494816914843,CHI,KP886809.1
32,0.7755710574199002,0.29705064032028233,CHI,MH687956.1
33,0.01737743781948799,0.3358264846923119,CHI,AY508724.1
34,0.01381714875552467,0.33372771432025705,CHI,FJ882950.1
35,0.01830162842835432,0.33702237108578453,CHI,FJ882963.1
36,0.015485969926116585,0.33501929379100504,CHI,KF514421.1
37,0.04643953526897689,0.3258467132865253,CHI,DQ022305.2
38,0.015485969926116464,0.33501929379100504,CHI,KF514397.1
39,0.01861718517023048,0.33720447531418796,CHI,GU553365.1
40,0.9033974234184639,0.24591552975117642,CHI,EF203065.1
41,0.7065323094427499,0.11405098792392279,CHI,KY073745.1
42,0.018831116936667176,0.3383485019315008,CHI,AP006557.1
43,0.5298734464053563,0.2722567138215599,CHI,KJ473807.1
44,0.04701802262379804,0.3262396842066191,CHI,GQ153541.1
45,0.059872624941409006,0.3011021209396062,CHI,KU182964.1
46,0.7754052235418802,0.29263822626413977,CHI,MH687961.1
47,0.11999552925663898,0.318207536510108,CHI,EF065510.1
48,0.011426937550130712,0.3355210221892342,CHI,FJ882960.1
49,0.5353467921984243,0.8385535451986734,CHI,DQ648794.1
50,0.015485969926116524,0.33501929379100504,CHI,KF514413.1
51,0.19303952616874115,0.5591600053755251,CHI,NC_030886.1
52,0.017528550229227002,0.33902386471680274,CHI,EU371564.1
53,0.018972012150310563,0.3355740174736307,CHI,AY274119.3
54,0.014040079661634534,0.3348080322980678,CHI,FJ882929.1
55,0.688585974052047,0.10901860076491451,CHI,KY073746.1
56,0.7755502652026084,0.2892535317071146,CHI,MH687954.1
57,0.01908672408532024,0.3358449244674518,CHI,JN854286.1
58,0.015905582689349128,0.33889536174708984,CHI,EU371562.1
59,0.8309284824467541,0.29264419714281104,CHI,MH687949.1
60,0.8268299166312428,0.2940135633628815,CHI,MH687940.1
61,0.015868186615649347,0.332680541946589,CHI,FJ882953.1
62,0.015485969926116524,0.33501929379100504,CHI,KF514422.1
63,0.7578908479619584,0.29285195074739745,CHI,MH687967.1
64,0.017902229099098686,0.33679729681040416,CHI,JX163923.1
65,0.016360563541655222,0.336609535135566,CHI,FJ882939.1
66,0.023572093641760508,0.3336768935828032,CHI,JX162087.1
67,0.44127237573517897,0.9247750284749212,CHI,HM211098.1
68,0.7664135543201693,0.3041729058494562,CHI,JQ989268.1
69,0.015485969926116524,0.33501929379100504,CHI,KF514398.1
70,0.806071113833374,0.36142701779870795,CHI,KF430219.1
71,0.014445165289836942,0.3348276866499253,CHI,FJ882940.1
72,0.014252788824456606,0.3338084322077148,CHI,FJ882941.1
73,0.018940352439118895,0.3376786756058874,CHI,FJ882958.1
74,0.7729590953779434,0.2801458573544652,CHI,MH687964.1
75,0.01849739152622929,0.338954624542199,CHI,AY502923.1
76,0.01849739152622929,0.338954624542199,CHI,AP006561.1
77,0.7216276869034547,0.3932501553130942,CHI,KT253269.1
78,0.015485969926116524,0.33501929379100504,CHI,KF514399.1
79,0.7832859120980472,0.31283966211619013,CHI,NC_009657.1
80,0.01586431446883261,0.3350804685352615,CHI,KF514395.1
81,0.01586431446883261,0.3350804685352615,CHI,KF514391.1
82,0.7675264254023911,0.3075216034807367,CHI,JQ989266.1
83,0.01586431446883261,0.3350804685352615,CHI,KF514389.1
84,0.6009090682042592,0.9679168223080051,CHI,EF065514.1
85,0.02046075206226659,0.3159928357845488,CHI,FJ588686.1
86,0.025139791056364852,0.3079569299640731,CHI,KJ473813.1
87,0.9132020278664538,0.24546131487662345,CHI,EF203067.1
88,0.016601752749325443,0.33940810440666386,CHI,EU371561.1
89,0.019309315212369258,0.27713845887086824,CHI,DQ648856.1
90,0.0978598860620358,0.31549641793073013,CHI,NC_009020.1
91,0.7023226561422556,0.17939676648024855,CHI,KY770850.1
92,0.5875078198888835,0.9648612759960796,CHI,HM211099.1
93,0.5570065481794049,0.836911037874972,CHI,NC_009019.1
94,0.7759114031683229,0.36853122882290834,CHI,KY073747.1
95,0.0009698064264973573,0.2618652986742097,CHI,KJ473814.1
96,0.7630725551672914,0.30879276923882715,CHI,MK211370.1
97,0.4610236680980981,0.8495963941655392,CHI,EF065516.1
98,0.5572539958021677,0.8362097080215517,CHI,EF065507.1
99,0.891417655816292,0.19613504371790763,CHI,EU420139.1
100,0.047514177276230966,0.32590632187272006,CHI,GQ153545.1
101,0.018362098069587666,0.33814952506499524,CHI,AP006560.1
102,0.8452166247832875,0.2774753991051408,CHI,MH687950.1
103,0.018169224915091743,0.3338389881215679,CHI,AY654624.1
104,0.7017013225177575,0.36357114577971666,CHI,KY073748.1
105,0.004548186942180262,0.3321281298618463,CHI,KY417151.1
106,0.7743644169031464,0.28333174636406505,CHI,MH687946.1
107,0.018253671077688143,0.3370739137084587,CHI,AY291451.1
108,0.7249969998306186,0.4038686200156992,CHI,KT253270.1
109,0.7717173376092186,0.29719170250840593,CHI,MH687966.1
110,0.01779793522129749,0.33699041555875464,CHI,EU371559.1
111,0.7773273335880894,0.2976720113615317,CHI,MH687934.1
112,0.7248819348945316,0.2096943134907188,CHI,KJ473796.1
113,0.04731385365504857,0.32586653219065154,CHI,GQ153544.1
114,0.76009426939072,0.3014989128967949,CHI,JQ989272.1
115,0.01586431446883261,0.3350804685352615,CHI,KF514416.1
116,0.01051261987313295,0.3164650971215534,CHI,MK211376.1
117,0.016601752749325443,0.33940810440666386,CHI,EU371560.1
118,0.0182867115024108,0.3381589291839097,CHI,AY338174.1
119,0.01586431446883261,0.3350804685352615,CHI,KF514417.1
120,0.78276292976438,0.29500304677798356,CHI,MH687958.1
121,0.5927028842694034,0.9553739069078393,CHI,HM211101.1
122,0.0,0.31047111310702763,CHI,MK211378.1
123,0.7569242030682583,0.31145404957179035,CHI,MH687960.1
124,0.9023836220983111,0.1628382508939382,CHI,KJ473800.1
125,0.011333295628896789,0.3240147705350158,CHI,KY417149.1
126,0.4108011861587561,0.45122563477620964,CHI,LC469308.1
127,0.5483881105207714,0.802805465845803,CHI,KU182965.1
128,0.9264301822553117,0.2561272958525054,CHI,EF203064.1
129,0.13419741534216637,0.3970033431403214,CHI,KX442564.1
130,0.016001392635299396,0.33680555146917535,CHI,FJ882946.1
131,0.6193259155063177,0.1917446581504401,CHI,EU420137.1
132,0.01853393025231266,0.3382798788749292,CHI,AY310120.1
133,0.7391172863611922,0.3016244060280538,CHI,NC_018871.1
134,0.7434117809245548,0.3531433810356552,CHI,MK720945.1
135,0.017902229099098686,0.33679729681040416,CHI,AY282752.2
136,0.016001392635299396,0.33680555146917535,CHI,FJ882933.1
137,0.015485969926116524,0.33501929379100504,CHI,KF514400.1
138,0.0978598860620358,0.31549641793073013,CHI,EF065509.1
